transaction_id,account_id,customer_id,bank_name,transaction_date,transaction_type,category,amount,account_balance,channel,status,reference_number
TXN000166,ACC010000045,CUST00046,Kotak Bank,2024-12-18,UPI Payment,Utilities,60599.62,938235.33,Mobile App,Success,REF-E81E8F17
TXN000167,ACC010000008,CUST00009,ICICI Bank,2023-08-31,UPI Payment,Fuel,75095.92,1179204.42,ATM,Success,REF-4E132270
TXN000168,ACC010000035,CUST00036,ICICI Bank,2023-05-13,Transfer,Travel,58154.5,231747.41,POS Terminal,Failed,REF-18ACB683
TXN000169,ACC010000030,CUST00031,Kotak Bank,2024-06-22,UPI Payment,Shopping,39055.0,129285.33,Net Banking,Success,REF-3554A3BB
TXN000170,ACC010000041,CUST00042,Axis Bank,2023-03-17,Transfer,Food & Dining,42775.08,122501.03,UPI,Failed,REF-20527EF1
TXN000171,ACC010000037,CUST00038,SBI,2023-07-06,UPI Payment,Salary,72950.87,305622.08,Mobile App,Pending,REF-E1893E6B
TXN000172,ACC010000009,CUST00010,HDFC Bank,2023-11-08,NEFT,Utilities,15684.19,1188241.69,ATM,Pending,REF-DEE9C04F
TXN000173,ACC010000018,CUST00019,ICICI Bank,2023-03-22,UPI Payment,EMI,23844.97,1006727.5,Net Banking,Failed,REF-AC691300
TXN000174,ACC010000019,CUST00020,ICICI Bank,2024-09-21,Debit,Fuel,50703.74,845833.14,UPI,Success,REF-1A91F004
TXN000175,ACC010000010,CUST00011,Axis Bank,2024-11-05,Transfer,Fuel,59344.3,108626.6,Mobile App,Success,REF-A7778712
TXN000176,ACC010000005,CUST00006,Axis Bank,2023-02-16,Transfer,Utilities,90114.52,914318.96,UPI,Success,REF-291A74BA
TXN000177,ACC010000039,CUST00040,HDFC Bank,2024-10-16,UPI Payment,EMI,2925.65,1102436.99,POS Terminal,Success,REF-CD7268E7
TXN000178,ACC010000030,CUST00031,Kotak Bank,2023-09-08,Transfer,Healthcare,76455.14,140307.62,Mobile App,Failed,REF-C6A99CF1
TXN000179,ACC010000003,CUST00004,ICICI Bank,2023-06-11,Debit,Entertainment,41790.54,362866.56,UPI,Success,REF-47336706
TXN000180,ACC010000020,CUST00021,HDFC Bank,2023-11-23,ATM Withdrawal,Food & Dining,69762.27,750386.02,ATM,Pending,REF-A3068647
TXN000181,ACC010000035,CUST00036,ICICI Bank,2023-04-19,Transfer,Healthcare,30350.05,246957.69,Net Banking,Success,REF-E6C8D23B
TXN000182,ACC010000006,CUST00007,ICICI Bank,2023-02-21,UPI Payment,Travel,27605.63,87055.01,Net Banking,Success,REF-D9B94128
TXN000183,ACC010000020,CUST00021,HDFC Bank,2024-08-14,Debit,Healthcare,68521.14,723548.29,UPI,Success,REF-FC0057D9
TXN000184,ACC010000031,CUST00032,SBI,2023-11-12,ATM Withdrawal,Investment,47275.31,649704.21,Branch,Success,REF-241836DF
TXN000185,ACC010000013,CUST00014,ICICI Bank,2024-08-20,ATM Withdrawal,Fuel,33557.39,1102266.58,POS Terminal,Failed,REF-73AA4674
TXN000186,ACC010000030,CUST00031,Kotak Bank,2023-10-20,ATM Withdrawal,Food & Dining,51008.79,146794.88,ATM,Failed,REF-C861A263
TXN000187,ACC010000023,CUST00024,SBI,2024-02-17,UPI Payment,Investment,34795.75,10371.87,Net Banking,Success,REF-A7ACDDC9
TXN000188,ACC010000035,CUST00036,ICICI Bank,2023-10-23,IMPS,Investment,7031.84,248469.01,ATM,Pending,REF-14408F81
TXN000189,ACC010000043,CUST00044,SBI,2024-09-17,ATM Withdrawal,Entertainment,11331.11,354636.18,ATM,Pending,REF-35518D45
TXN000190,ACC010000023,CUST00024,SBI,2023-05-28,UPI Payment,Salary,18950.55,14713.51,Mobile App,Success,REF-79BC4DD1
TXN000191,ACC010000008,CUST00009,ICICI Bank,2024-12-31,ATM Withdrawal,Food & Dining,31672.21,1197102.83,UPI,Pending,REF-5544CDBE
TXN000192,ACC010000008,CUST00009,ICICI Bank,2023-12-02,ATM Withdrawal,Fuel,88483.46,1190894.26,POS Terminal,Success,REF-B692D78D
TXN000193,ACC010000037,CUST00038,SBI,2023-12-11,ATM Withdrawal,Fuel,48219.56,320849.32,ATM,Success,REF-D6E41D8C
TXN000194,ACC010000001,CUST00002,Axis Bank,2024-01-13,ATM Withdrawal,Fuel,31501.2,462348.27,ATM,Failed,REF-95CF98E2
TXN000195,ACC010000044,CUST00045,Axis Bank,2024-10-06,NEFT,Fuel,2580.15,8220.71,UPI,Success,REF-3044BAC7
TXN000196,ACC010000046,CUST00047,Kotak Bank,2023-02-22,NEFT,Fuel,55455.54,753170.97,Branch,Success,REF-CF8EB1D8
TXN000197,ACC010000043,CUST00044,SBI,2023-09-06,Credit,Utilities,3047.62,353561.08,Mobile App,Success,REF-EED7832F
TXN000198,ACC010000020,CUST00021,HDFC Bank,2024-03-04,ATM Withdrawal,Investment,14428.4,743574.94,UPI,Success,REF-4B5E738C
TXN000199,ACC010000047,CUST00048,HDFC Bank,2023-03-05,UPI Payment,Entertainment,67063.36,318783.87,POS Terminal,Success,REF-B8918042
TXN000200,ACC010000033,CUST00034,HDFC Bank,2024-01-21,UPI Payment,Entertainment,29840.81,714698.94,UPI,Success,REF-3137B5AA
TXN000201,ACC010000043,CUST00044,SBI,2024-11-28,UPI Payment,Healthcare,61132.2,343365.4,Net Banking,Success,REF-27A1C57A
TXN000202,ACC010000017,CUST00018,SBI,2024-07-25,Transfer,EMI,28392.5,211166.88,POS Terminal,Success,REF-11354289
TXN000203,ACC010000044,CUST00045,Axis Bank,2024-12-22,UPI Payment,EMI,46480.84,8429.24,ATM,Success,REF-4E3B2E2A
TXN000204,ACC010000036,CUST00037,Kotak Bank,2024-11-23,ATM Withdrawal,Entertainment,51625.97,778744.78,Net Banking,Success,REF-063FC8AB
TXN000205,ACC010000002,CUST00003,HDFC Bank,2023-10-22,ATM Withdrawal,EMI,90757.04,790831.0,POS Terminal,Success,REF-E23EAA58
TXN000206,ACC010000013,CUST00014,ICICI Bank,2023-07-26,UPI Payment,EMI,78664.01,1111090.27,Net Banking,Success,REF-180EA221
TXN000207,ACC010000039,CUST00040,HDFC Bank,2024-08-23,UPI Payment,Utilities,22769.83,1068907.73,POS Terminal,Success,REF-5AB27904
TXN000208,ACC010000003,CUST00004,ICICI Bank,2023-04-13,Credit,Food & Dining,39292.96,372190.83,Mobile App,Pending,REF-E5C43003
TXN000209,ACC010000010,CUST00011,Axis Bank,2024-02-21,ATM Withdrawal,Healthcare,62042.17,107772.46,POS Terminal,Success,REF-34147D2B
TXN000210,ACC010000048,CUST00049,Axis Bank,2023-10-22,IMPS,Shopping,30544.87,896606.86,POS Terminal,Pending,REF-CC100D6A
TXN000211,ACC010000014,CUST00015,ICICI Bank,2024-07-01,Credit,Food & Dining,70188.29,1071646.01,Branch,Success,REF-CA7D3C23
TXN000212,ACC010000002,CUST00003,HDFC Bank,2024-02-11,NEFT,EMI,74866.86,795122.29,Mobile App,Success,REF-60D3087E
TXN000213,ACC010000019,CUST00020,ICICI Bank,2024-08-04,Transfer,EMI,57284.24,862868.4,Branch,Failed,REF-09307537
TXN000214,ACC010000034,CUST00035,SBI,2024-06-20,IMPS,Investment,46946.98,880088.98,Branch,Success,REF-B1FD9FDE
TXN000215,ACC010000012,CUST00013,Axis Bank,2023-04-26,NEFT,EMI,31448.45,331159.27,POS Terminal,Success,REF-97B8CF53
TXN000216,ACC010000000,CUST00001,ICICI Bank,2023-12-12,IMPS,Utilities,75133.39,292940.96,Net Banking,Pending,REF-A4F45BFB
TXN000217,ACC010000040,CUST00041,Kotak Bank,2024-02-20,Credit,Travel,78572.68,1016705.17,POS Terminal,Success,REF-56950F0A
TXN000218,ACC010000011,CUST00012,HDFC Bank,2023-05-24,Credit,EMI,45384.27,277152.42,Branch,Success,REF-98737A2B
TXN000219,ACC010000028,CUST00029,Kotak Bank,2023-10-01,NEFT,Fuel,90635.61,157555.71,Mobile App,Success,REF-3E920723
TXN000220,ACC010000041,CUST00042,Axis Bank,2024-01-04,Credit,Healthcare,65828.38,97781.64,ATM,Success,REF-DD0EFAAD
TXN000221,ACC010000025,CUST00026,HDFC Bank,2024-12-03,NEFT,EMI,47764.32,378562.34,POS Terminal,Success,REF-CAEB3278
TXN000222,ACC010000040,CUST00041,Kotak Bank,2023-10-30,Debit,Healthcare,34948.29,1004927.91,Net Banking,Success,REF-820E6D80
TXN000223,ACC010000047,CUST00048,HDFC Bank,2024-09-12,ATM Withdrawal,Investment,35525.68,326114.17,POS Terminal,Success,REF-CE3B77A5
TXN000224,ACC010000048,CUST00049,Axis Bank,2023-09-11,IMPS,Shopping,64648.47,894603.52,UPI,Success,REF-5ECD96DA
TXN000225,ACC010000033,CUST00034,HDFC Bank,2024-12-21,Credit,Salary,34401.47,744461.43,UPI,Pending,REF-BCCDBC06
TXN000226,ACC010000012,CUST00013,Axis Bank,2024-08-09,IMPS,Investment,51005.88,308495.99,Branch,Success,REF-57761B1A
TXN000227,ACC010000043,CUST00044,SBI,2023-07-30,UPI Payment,Healthcare,68121.36,335185.99,Mobile App,Success,REF-413DE41A
TXN000228,ACC010000008,CUST00009,ICICI Bank,2024-06-09,UPI Payment,Healthcare,39494.56,1200709.51,POS Terminal,Success,REF-F5751A82
TXN000229,ACC010000046,CUST00047,Kotak Bank,2023-01-23,NEFT,Utilities,37645.33,779008.62,UPI,Success,REF-1C7C845D
TXN000230,ACC010000002,CUST00003,HDFC Bank,2024-03-09,Credit,Shopping,32763.02,790220.22,Branch,Success,REF-140F8AAD
TXN000231,ACC010000018,CUST00019,ICICI Bank,2024-02-23,NEFT,Travel,17139.23,986742.37,ATM,Success,REF-5ECD95B4
TXN000232,ACC010000028,CUST00029,Kotak Bank,2024-01-22,NEFT,Investment,35717.54,172787.09,Net Banking,Failed,REF-4719E351
TXN000233,ACC010000022,CUST00023,Axis Bank,2023-05-02,UPI Payment,Food & Dining,16996.07,787992.04,POS Terminal,Success,REF-31423028
TXN000234,ACC010000000,CUST00001,ICICI Bank,2023-01-24,NEFT,Investment,92957.69,288749.87,Branch,Pending,REF-3E2C4073
TXN000235,ACC010000024,CUST00025,SBI,2023-08-24,Transfer,Utilities,23551.27,975285.83,POS Terminal,Success,REF-0DDB5B65
TXN000236,ACC010000002,CUST00003,HDFC Bank,2024-11-07,Credit,Utilities,39856.89,818311.96,Net Banking,Success,REF-DFAC6437
TXN000237,ACC010000006,CUST00007,ICICI Bank,2024-08-31,NEFT,Salary,3238.07,95600.42,Net Banking,Failed,REF-BFC919D6
TXN000238,ACC010000002,CUST00003,HDFC Bank,2024-02-16,IMPS,Salary,41729.52,809260.21,Net Banking,Pending,REF-9867CEBB
TXN000239,ACC010000018,CUST00019,ICICI Bank,2023-08-28,Transfer,Fuel,77508.91,1010585.92,UPI,Failed,REF-21BF3F01
TXN000240,ACC010000020,CUST00021,HDFC Bank,2023-08-31,NEFT,Investment,28702.53,721685.35,Net Banking,Success,REF-395AA166
TXN000241,ACC010000019,CUST00020,ICICI Bank,2023-10-09,NEFT,Food & Dining,5837.93,863671.02,POS Terminal,Failed,REF-1A1CA74B
TXN000242,ACC010000027,CUST00028,SBI,2024-07-23,NEFT,Travel,47109.19,1145912.96,UPI,Success,REF-F17C1F77
TXN000243,ACC010000044,CUST00045,Axis Bank,2024-03-02,Debit,Investment,38814.21,1232.64,Branch,Success,REF-931A8893
TXN000244,ACC010000014,CUST00015,ICICI Bank,2023-11-04,ATM Withdrawal,Salary,81473.54,1043406.76,UPI,Success,REF-969946D7
TXN000245,ACC010000026,CUST00027,SBI,2024-07-24,Transfer,Utilities,50372.72,793286.27,ATM,Failed,REF-6E5452C8
TXN000246,ACC010000005,CUST00006,Axis Bank,2024-04-05,NEFT,Utilities,80485.31,887176.63,Mobile App,Success,REF-C51424E7
TXN000247,ACC010000024,CUST00025,SBI,2024-11-20,Credit,Utilities,57491.85,963021.34,UPI,Failed,REF-CBBB8277
TXN000248,ACC010000042,CUST00043,SBI,2024-07-26,Transfer,EMI,20655.72,499528.61,Mobile App,Success,REF-5D5097F6
TXN000249,ACC010000012,CUST00013,Axis Bank,2023-05-01,Debit,Fuel,70966.18,332087.73,POS Terminal,Success,REF-BEEC1546
TXN000250,ACC010000025,CUST00026,HDFC Bank,2023-09-03,ATM Withdrawal,Healthcare,52469.93,373778.17,UPI,Failed,REF-394E42A1
TXN000251,ACC010000022,CUST00023,Axis Bank,2023-11-12,ATM Withdrawal,Healthcare,24885.28,787014.36,Mobile App,Failed,REF-E8D8E7DD
TXN000252,ACC010000030,CUST00031,Kotak Bank,2023-11-24,ATM Withdrawal,Salary,86865.68,127736.19,UPI,Success,REF-0DE6D97A
TXN000253,ACC010000047,CUST00048,HDFC Bank,2023-05-30,UPI Payment,Fuel,1590.08,320169.0,POS Terminal,Success,REF-9D3B40F3
TXN000254,ACC010000018,CUST00019,ICICI Bank,2023-06-06,UPI Payment,Utilities,18678.41,990525.97,Branch,Pending,REF-B636F48F
TXN000255,ACC010000041,CUST00042,Axis Bank,2024-12-02,ATM Withdrawal,Healthcare,32101.73,125831.1,Branch,Success,REF-C19F645C
TXN000256,ACC010000046,CUST00047,Kotak Bank,2023-12-27,ATM Withdrawal,Food & Dining,16121.78,775163.03,UPI,Failed,REF-910E4550
TXN000257,ACC010000003,CUST00004,ICICI Bank,2024-06-20,IMPS,Salary,3261.57,377364.41,Mobile App,Success,REF-4782A593
TXN000258,ACC010000008,CUST00009,ICICI Bank,2024-10-07,Credit,Utilities,22024.6,1206439.84,UPI,Success,REF-DED612AC
TXN000259,ACC010000023,CUST00024,SBI,2023-03-03,UPI Payment,Healthcare,58713.46,21018.8,POS Terminal,Success,REF-11732651
TXN000260,ACC010000001,CUST00002,Axis Bank,2023-01-07,Credit,Investment,50583.58,474417.63,POS Terminal,Success,REF-877704FE
TXN000261,ACC010000034,CUST00035,SBI,2023-10-21,NEFT,Travel,1677.69,875072.85,Net Banking,Success,REF-F679DC1A
TXN000262,ACC010000006,CUST00007,ICICI Bank,2024-06-20,UPI Payment,EMI,14187.82,79366.3,ATM,Success,REF-182D81BD
TXN000263,ACC010000025,CUST00026,HDFC Bank,2023-03-22,UPI Payment,Utilities,35471.25,358998.71,POS Terminal,Success,REF-1A7BEED0
TXN000264,ACC010000019,CUST00020,ICICI Bank,2024-12-01,IMPS,Salary,78674.49,828954.89,Mobile App,Success,REF-5135B8F5
TXN000265,ACC010000024,CUST00025,SBI,2024-01-22,Credit,Food & Dining,52529.0,963684.04,Mobile App,Success,REF-5A1B43DF
TXN000266,ACC010000027,CUST00028,SBI,2024-10-22,IMPS,Shopping,74526.53,1129655.62,UPI,Success,REF-86799A6A
TXN000267,ACC010000014,CUST00015,ICICI Bank,2023-08-05,UPI Payment,Healthcare,85625.87,1065324.2,ATM,Success,REF-6418E445
TXN000268,ACC010000004,CUST00005,SBI,2024-12-01,UPI Payment,Salary,87934.28,398804.22,Net Banking,Success,REF-BBA64895
TXN000269,ACC010000001,CUST00002,Axis Bank,2023-08-01,NEFT,Travel,55789.08,488054.27,Mobile App,Success,REF-27E6C122
TXN000270,ACC010000010,CUST00011,Axis Bank,2024-07-31,ATM Withdrawal,Investment,22882.83,105932.58,ATM,Success,REF-5067F9F6
TXN000271,ACC010000048,CUST00049,Axis Bank,2023-05-24,Credit,Investment,75107.79,898343.36,POS Terminal,Success,REF-20A39C89
TXN000272,ACC010000003,CUST00004,ICICI Bank,2023-04-11,Transfer,Fuel,41551.53,377043.5,UPI,Pending,REF-08F606A5
TXN000273,ACC010000025,CUST00026,HDFC Bank,2023-12-01,ATM Withdrawal,Healthcare,2862.96,353690.69,Net Banking,Success,REF-9D575340
TXN000274,ACC010000035,CUST00036,ICICI Bank,2024-01-20,NEFT,Travel,41053.96,255486.58,Mobile App,Pending,REF-C44CD920
TXN000275,ACC010000018,CUST00019,ICICI Bank,2023-09-10,Debit,Travel,67759.66,984606.74,POS Terminal,Failed,REF-69C3B432
TXN000276,ACC010000009,CUST00010,HDFC Bank,2024-02-03,Credit,EMI,30118.6,1179597.3,Branch,Success,REF-A7BE242A
TXN000277,ACC010000048,CUST00049,Axis Bank,2023-10-04,ATM Withdrawal,Healthcare,9756.87,874262.83,UPI,Pending,REF-548A2388
TXN000278,ACC010000032,CUST00033,HDFC Bank,2024-02-22,UPI Payment,Shopping,9857.66,314040.86,UPI,Pending,REF-1EA1A5C8
TXN000279,ACC010000020,CUST00021,HDFC Bank,2024-01-30,IMPS,Shopping,1221.74,732507.33,POS Terminal,Pending,REF-D43FB3DC
TXN000280,ACC010000015,CUST00016,Axis Bank,2024-08-08,Debit,Food & Dining,49528.88,1063140.58,ATM,Success,REF-BC9A8ADE
TXN000281,ACC010000017,CUST00018,SBI,2024-05-19,Transfer,Travel,13906.51,180195.76,ATM,Success,REF-E1A82FC9
TXN000282,ACC010000004,CUST00005,SBI,2024-01-05,NEFT,Healthcare,23948.89,372695.35,UPI,Pending,REF-0B131C07
TXN000283,ACC010000012,CUST00013,Axis Bank,2024-04-13,ATM Withdrawal,Entertainment,10207.03,314100.82,UPI,Success,REF-607A3ED6
TXN000284,ACC010000021,CUST00022,ICICI Bank,2024-03-26,IMPS,Fuel,31833.2,1197362.53,Net Banking,Success,REF-798CC911
TXN000285,ACC010000020,CUST00021,HDFC Bank,2024-09-09,Transfer,Food & Dining,89994.13,723988.99,Branch,Success,REF-24F28740
TXN000286,ACC010000018,CUST00019,ICICI Bank,2024-12-12,IMPS,Utilities,60144.09,1020035.74,ATM,Success,REF-2EB578CC
TXN000287,ACC010000017,CUST00018,SBI,2024-02-07,Debit,Fuel,34708.23,210790.15,UPI,Success,REF-C5442279
TXN000288,ACC010000043,CUST00044,SBI,2024-07-17,NEFT,Utilities,2605.68,344721.4,Branch,Success,REF-8F7BBF40
TXN000289,ACC010000044,CUST00045,Axis Bank,2023-03-12,ATM Withdrawal,Healthcare,77810.78,21063.37,Net Banking,Failed,REF-97E2B341
TXN000290,ACC010000019,CUST00020,ICICI Bank,2023-09-05,ATM Withdrawal,Travel,24042.13,831895.94,Mobile App,Success,REF-A9AA4E22
TXN000291,ACC010000038,CUST00039,HDFC Bank,2024-05-05,IMPS,Travel,55334.07,590170.26,UPI,Success,REF-78F58181
TXN000292,ACC010000023,CUST00024,SBI,2024-12-19,NEFT,Shopping,85077.87,15824.85,Mobile App,Success,REF-4FA2D9CC
TXN000293,ACC010000042,CUST00043,SBI,2024-11-11,Credit,Fuel,33758.09,517053.04,POS Terminal,Failed,REF-59AFB126
TXN000294,ACC010000041,CUST00042,Axis Bank,2024-02-14,IMPS,Travel,91848.72,108560.54,Mobile App,Success,REF-218910C1
TXN000295,ACC010000006,CUST00007,ICICI Bank,2023-09-22,UPI Payment,Fuel,21129.0,101563.14,POS Terminal,Pending,REF-D2EE8EEB
TXN000296,ACC010000014,CUST00015,ICICI Bank,2024-04-01,NEFT,Fuel,35572.65,1056155.22,POS Terminal,Pending,REF-408DEF6F
TXN000297,ACC010000009,CUST00010,HDFC Bank,2023-12-20,Transfer,Travel,94781.87,1194646.1,Mobile App,Success,REF-B4AC153A
TXN000298,ACC010000046,CUST00047,Kotak Bank,2023-05-26,IMPS,Utilities,33123.81,760073.16,UPI,Success,REF-447E0846
TXN000299,ACC010000022,CUST00023,Axis Bank,2024-05-02,ATM Withdrawal,Entertainment,9319.31,795381.46,Mobile App,Success,REF-A34E6FDB
TXN000300,ACC010000002,CUST00003,HDFC Bank,2024-12-28,NEFT,Shopping,10977.35,821637.02,POS Terminal,Success,REF-4C8A59C3
TXN000301,ACC010000047,CUST00048,HDFC Bank,2023-09-07,Transfer,Investment,49043.62,320112.95,Branch,Success,REF-BAE217D3
TXN000302,ACC010000014,CUST00015,ICICI Bank,2024-02-19,NEFT,Travel,59845.74,1045088.17,Branch,Success,REF-4FFD8AF2
TXN000303,ACC010000047,CUST00048,HDFC Bank,2024-09-20,ATM Withdrawal,Travel,83900.1,316019.54,Mobile App,Failed,REF-5481195A
TXN000304,ACC010000013,CUST00014,ICICI Bank,2023-07-30,IMPS,Shopping,26478.84,1128395.35,UPI,Success,REF-CBAB6DF4
TXN000305,ACC010000034,CUST00035,SBI,2023-07-11,Credit,EMI,34782.05,850429.53,POS Terminal,Success,REF-A2501B7E
TXN000306,ACC010000033,CUST00034,HDFC Bank,2024-10-16,ATM Withdrawal,Fuel,29807.72,723317.21,Mobile App,Success,REF-9EA48481
TXN000307,ACC010000022,CUST00023,Axis Bank,2024-04-13,NEFT,EMI,58668.59,799051.23,UPI,Pending,REF-925955E8
TXN000308,ACC010000005,CUST00006,Axis Bank,2024-11-19,Transfer,Shopping,12768.34,888192.54,Net Banking,Success,REF-BF3F482D
TXN000309,ACC010000044,CUST00045,Axis Bank,2023-05-25,Debit,Fuel,48552.82,5966.66,Branch,Success,REF-86E52084
TXN000310,ACC010000011,CUST00012,HDFC Bank,2024-05-13,NEFT,Food & Dining,60390.88,267456.72,UPI,Success,REF-FDE46844
TXN000311,ACC010000031,CUST00032,SBI,2023-10-23,ATM Withdrawal,Fuel,13371.16,658685.45,Mobile App,Success,REF-03050A72
TXN000312,ACC010000000,CUST00001,ICICI Bank,2024-05-11,UPI Payment,Investment,13013.97,302838.35,POS Terminal,Success,REF-14C93ADA
TXN000313,ACC010000026,CUST00027,SBI,2024-12-02,ATM Withdrawal,Healthcare,46739.37,806155.2,Net Banking,Success,REF-D89508D0
TXN000314,ACC010000036,CUST00037,Kotak Bank,2023-02-01,Credit,EMI,75618.89,751735.54,Net Banking,Pending,REF-601B3700
TXN000315,ACC010000018,CUST00019,ICICI Bank,2023-06-22,IMPS,Healthcare,74181.28,1003951.24,UPI,Pending,REF-178C0DFA
TXN000316,ACC010000007,CUST00008,SBI,2024-08-09,IMPS,Entertainment,10893.92,563655.72,UPI,Success,REF-648108EB
TXN000317,ACC010000048,CUST00049,Axis Bank,2024-03-27,Credit,Utilities,51926.24,910361.97,ATM,Success,REF-5B03F847
TXN000318,ACC010000028,CUST00029,Kotak Bank,2023-09-27,ATM Withdrawal,Shopping,33147.38,178147.02,Net Banking,Success,REF-E2690237
TXN000319,ACC010000047,CUST00048,HDFC Bank,2024-08-25,UPI Payment,Travel,65483.23,332478.49,Net Banking,Pending,REF-676BCCF3
TXN000320,ACC010000008,CUST00009,ICICI Bank,2023-07-31,UPI Payment,Entertainment,77294.66,1210370.68,UPI,Success,REF-1C6B82C6
TXN000321,ACC010000038,CUST00039,HDFC Bank,2024-07-05,Transfer,EMI,16037.43,607955.57,UPI,Success,REF-8129FE4C
TXN000322,ACC010000032,CUST00033,HDFC Bank,2024-11-26,IMPS,Travel,77451.43,315879.67,Mobile App,Success,REF-6988952C
TXN000323,ACC010000041,CUST00042,Axis Bank,2023-05-10,Debit,Entertainment,66650.45,100604.3,Net Banking,Failed,REF-52C2B421
TXN000324,ACC010000025,CUST00026,HDFC Bank,2024-05-16,NEFT,Travel,13549.2,368053.69,Branch,Success,REF-B100ECA2
TXN000325,ACC010000004,CUST00005,SBI,2024-10-10,ATM Withdrawal,Investment,75497.14,393587.12,POS Terminal,Success,REF-4FE46335
TXN000326,ACC010000044,CUST00045,Axis Bank,2024-01-13,UPI Payment,Salary,43223.35,8758.88,POS Terminal,Success,REF-D75CA179
TXN000327,ACC010000046,CUST00047,Kotak Bank,2024-04-14,IMPS,Shopping,60328.11,774242.05,UPI,Success,REF-5A14B413
TXN000328,ACC010000013,CUST00014,ICICI Bank,2024-03-15,Transfer,EMI,78369.28,1120033.56,ATM,Pending,REF-8B95F9D4
TXN000329,ACC010000036,CUST00037,Kotak Bank,2023-05-14,Transfer,Salary,53805.19,762327.88,Mobile App,Success,REF-5A35D1EE
TXN000330,ACC010000040,CUST00041,Kotak Bank,2024-04-15,Debit,Healthcare,1595.91,1033271.26,Branch,Success,REF-B43F092F
TXN000331,ACC010000027,CUST00028,SBI,2023-07-27,NEFT,EMI,94591.15,1143397.64,Net Banking,Success,REF-A52C5B3B
